epoch	loss
0	15.98791790008545
1	8.901138305664062
2	8.647793769836426
3	8.323902130126953
4	7.973785877227783
5	7.074998378753662
6	6.531732559204102
7	5.995534420013428
8	5.4525251388549805
9	4.909189224243164
10	4.377645015716553
11	3.865537405014038
12	3.3718748092651367
13	2.9122846126556396
14	2.5141799449920654
15	2.24560546875
16	2.1000289916992188
17	2.042731761932373
18	2.0025172233581543
19	1.9719444513320923
20	1.9388190507888794
21	1.8132823705673218
22	1.7474968433380127
23	1.7035478353500366
24	1.6631994247436523
25	1.6283963918685913
26	1.5941588878631592
27	1.565163254737854
28	1.5386433601379395
29	1.509493112564087
30	1.484068751335144
31	1.4614404439926147
32	1.436038851737976
33	1.4139498472213745
34	1.3918391466140747
35	1.3750755786895752
36	1.3494993448257446
37	1.3310869932174683
38	1.3039686679840088
39	1.2875739336013794
40	1.2601081132888794
41	1.2397185564041138
42	1.2237050533294678
43	1.201028823852539
44	1.1851462125778198
45	1.1581422090530396
46	1.142234444618225
47	1.1223177909851074
48	1.1022312641143799
49	1.0858290195465088
50	1.0654520988464355
51	1.0498199462890625
52	1.035192608833313
53	1.0166304111480713
54	1.0018421411514282
55	0.9900510311126709
56	0.9724710583686829
57	0.9599371552467346
58	0.9488972425460815
59	0.9381309151649475
60	0.9278351068496704
61	0.918627917766571
62	0.9064919948577881
63	0.9016764163970947
64	0.8894886374473572
65	0.8849439024925232
66	0.8806308507919312
67	0.8699959516525269
68	0.8617554306983948
69	0.8562331795692444
70	0.8490490913391113
71	0.8456332087516785
72	0.8397108912467957
73	0.8359450697898865
74	0.8306915760040283
75	0.8263298869132996
76	0.8203795552253723
77	0.8170459866523743
78	0.8133140206336975
79	0.8076644539833069
80	0.8056036829948425
81	0.8013536930084229
82	0.7962059378623962
83	0.7950677275657654
84	0.7888749837875366
85	0.7874875664710999
86	0.7845075726509094
87	0.779861330986023
88	0.7775096297264099
89	0.7733866572380066
90	0.7696101665496826
91	0.7673482298851013
92	0.7639515399932861
93	0.7620224356651306
94	0.7600296139717102
95	0.7592909336090088
96	0.7554299831390381
97	0.754219114780426
98	0.7504340410232544
99	0.7496954202651978
100	0.734235405921936
101	0.7157136797904968
102	0.7111862897872925
103	0.705902636051178
104	0.7024050354957581
105	0.6967927813529968
106	0.6946634650230408
107	0.6904441714286804
108	0.6887866258621216
109	0.6850812435150146
110	0.681022047996521
111	0.6805733442306519
112	0.6761091351509094
113	0.6748962998390198
114	0.6729415655136108
115	0.6702567338943481
116	0.6691726446151733
117	0.6657325029373169
118	0.6662247776985168
119	0.6619737148284912
120	0.6596761345863342
121	0.6578318476676941
122	0.6590889692306519
123	0.6569588780403137
124	0.6618005633354187
125	0.6481101512908936
126	0.6348020434379578
127	0.6289455890655518
128	0.621587872505188
129	0.6177328824996948
130	0.6146635413169861
131	0.6126313805580139
132	0.610467255115509
133	0.6052358150482178
134	0.6014100313186646
135	0.5999988913536072
136	0.597314715385437
137	0.5932064056396484
138	0.592889666557312
139	0.5905644297599792
140	0.5896452069282532
141	0.589199423789978
142	0.5825755000114441
143	0.5812776684761047
144	0.5805982351303101
145	0.5782746076583862
146	0.577112078666687
147	0.5737300515174866
148	0.5712639093399048
149	0.573835015296936
150	0.5692671537399292
151	0.5733898282051086
152	0.5685432553291321
153	0.5659381747245789
154	0.5624871850013733
155	0.5629551410675049
156	0.5629910230636597
157	0.5598340034484863
158	0.5600184202194214
159	0.5584522485733032
160	0.560447633266449
161	0.5561437010765076
162	0.5557422041893005
163	0.5562708973884583
164	0.5521320104598999
165	0.5556111931800842
166	0.5514340400695801
167	0.5496580004692078
168	0.5503859519958496
169	0.5485257506370544
170	0.5493434071540833
171	0.5482938885688782
172	0.5465431213378906
173	0.546079158782959
174	0.5464291572570801
175	0.5461219549179077
176	0.5464040040969849
177	0.5440130829811096
178	0.5430224537849426
179	0.5415101647377014
180	0.5416287183761597
181	0.541333019733429
182	0.5408807396888733
183	0.5395970344543457
184	0.5417240858078003
185	0.5383211970329285
186	0.5403043031692505
187	0.5373242497444153
188	0.5368671417236328
189	0.5368618965148926
190	0.5356703996658325
191	0.5408412218093872
192	0.5374845862388611
193	0.5354583859443665
194	0.5409170389175415
195	0.5390960574150085
196	0.5328835844993591
197	0.5357550382614136
198	0.5346873998641968
199	0.5351566672325134
200	0.5338796973228455
