epoch	loss
0	4.993780136108398
1	4.258527755737305
2	3.775635004043579
3	3.4395618438720703
4	3.178593158721924
5	2.945011615753174
6	2.7122092247009277
7	2.4665675163269043
8	2.218278408050537
9	1.9867959022521973
10	1.779411792755127
11	1.606919765472412
12	1.4730216264724731
13	1.3718806505203247
14	1.2984899282455444
15	1.2466342449188232
16	1.2095428705215454
17	1.1800144910812378
18	1.1532944440841675
19	1.1276499032974243
20	1.1025140285491943
21	1.0782417058944702
22	1.0553919076919556
23	1.0338534116744995
24	1.013094186782837
25	0.9928238391876221
26	0.9728904962539673
27	0.9532714486122131
28	0.9340095520019531
29	0.9152417778968811
30	0.8967641592025757
31	0.8784627318382263
32	0.8605044484138489
33	0.8428477048873901
34	0.8256839513778687
35	0.8090903759002686
36	0.7931004762649536
37	0.7777029275894165
38	0.7629325985908508
39	0.7487176060676575
40	0.7351421117782593
41	0.7222664952278137
42	0.7101055383682251
43	0.6982731819152832
44	0.6871138215065002
45	0.6766090393066406
46	0.666468620300293
47	0.6569130420684814
48	0.6478570699691772
49	0.63889080286026
50	0.6306124925613403
51	0.6226515173912048
52	0.6148872971534729
53	0.6074135303497314
54	0.6002141237258911
55	0.5934327840805054
56	0.5873390436172485
57	0.5805252194404602
58	0.5743297338485718
59	0.5683935880661011
60	0.562574028968811
61	0.5571125745773315
62	0.5517536401748657
63	0.5463595986366272
64	0.5416721105575562
65	0.5366845726966858
66	0.5317761898040771
67	0.5273675918579102
68	0.5226834416389465
69	0.5185222625732422
70	0.5140784978866577
71	0.5100517272949219
72	0.5062264204025269
73	0.5021792054176331
74	0.49861571192741394
75	0.4949227273464203
76	0.491258829832077
77	0.4878518879413605
78	0.48455578088760376
79	0.48138463497161865
80	0.47825896739959717
81	0.475135862827301
82	0.4721631705760956
83	0.4691435992717743
84	0.4668826162815094
85	0.46387073397636414
86	0.46111980080604553
87	0.4584207534790039
88	0.45598292350769043
89	0.45360612869262695
90	0.4515279531478882
91	0.4488113224506378
92	0.4469490945339203
93	0.4444422125816345
94	0.4421938359737396
95	0.44030672311782837
96	0.43819403648376465
97	0.43616896867752075
98	0.43391549587249756
99	0.4321683943271637
100	0.43004247546195984
